sample_accession	hq_filter	sylph_species	country	collection_date
SAMEA29842918	PASS	Neisseria meningitidis		
SAMEA3432072	PASS	Neisseria meningitidis		
SAMEA3506953	PASS	Neisseria meningitidis		
SAMEA4361190	PASS	Neisseria meningitidis		
SAMEA5747691	PASS	Neisseria meningitidis		
SAMEA5748021	PASS	Neisseria meningitidis		
SAMEA7741165	PASS	Neisseria meningitidis		
SAMEA7838793	PASS	Neisseria meningitidis		
SAMEA110070788	PASS	Neisseria meningitidis		
SAMEA4948695	PASS	Neisseria meningitidis		
SAMEA8114098	PASS	Neisseria meningitidis		
SAMN44030985	PASS	Neisseria meningitidis	New Zealand	2008
SAMEA104189102	PASS	Neisseria meningitidis	United Kingdom	2015
SAMEA4948752	PASS	Neisseria meningitidis		
SAMEA7741028	PASS	Neisseria meningitidis		
SAMEA7838319	PASS	Neisseria meningitidis		
SAMN14469911	PASS	Neisseria meningitidis	USA	2015
SAMN29126954	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA4948106	PASS	Neisseria meningitidis		
SAMEA4948513	PASS	Neisseria meningitidis		
SAMEA8114075	PASS	Neisseria meningitidis		
SAMEA111347712	PASS	Neisseria meningitidis	Norway	2004-06-30
SAMEA2673777	PASS	Neisseria meningitidis		
SAMEA4948668	PASS	Neisseria meningitidis		
SAMEA7741144	PASS	Neisseria meningitidis		
SAMEA8114315	PASS	Neisseria meningitidis		
SAMEA2271517	PASS	Neisseria meningitidis		
SAMEA4948245	PASS	Neisseria meningitidis		
SAMEA7838322	PASS	Neisseria meningitidis		
SAMEA112857051	PASS	Neisseria meningitidis		
SAMEA1904538	PASS	Neisseria meningitidis	United Kingdom	2012
SAMEA3432097	PASS	Neisseria meningitidis		
SAMEA3503089	PASS	Neisseria meningitidis		
SAMEA4504357	PASS	Neisseria meningitidis		
SAMEA7838544	PASS	Neisseria meningitidis		
SAMN41083608	PASS	Neisseria meningitidis	New Zealand	2023
SAMEA1706816	PASS	Neisseria meningitidis		
SAMEA8114319	PASS	Neisseria meningitidis		
SAMEA4948191	PASS	Neisseria meningitidis		
SAMEA4948258	PASS	Neisseria meningitidis		
SAMEA6240168	PASS	Neisseria meningitidis		
SAMEA7838438	PASS	Neisseria meningitidis		
SAMEA7838528	PASS	Neisseria meningitidis		
SAMN44030999	PASS	Neisseria meningitidis	New Zealand	2011
SAMN44030986	PASS	Neisseria meningitidis	New Zealand	2009
SAMEA2271436	PASS	Neisseria meningitidis		
SAMEA4948200	PASS	Neisseria meningitidis		
SAMEA114226798	PASS	Neisseria meningitidis	United Kingdom	2022
SAMEA2673801	PASS	Neisseria meningitidis		
SAMEA110070765	PASS	Neisseria meningitidis		
SAMEA13635361	PASS	Neisseria meningitidis		
SAMEA4948694	PASS	Neisseria meningitidis		
SAMEA6226941	PASS	Neisseria meningitidis		
SAMEA111348029	PASS	Neisseria meningitidis	Norway	2002-02-19
SAMEA1530122	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2673848	PASS	Neisseria meningitidis		
SAMEA6102747	PASS	Neisseria meningitidis		
SAMEA110070739	PASS	Neisseria meningitidis		
SAMEA4948690	PASS	Neisseria meningitidis		
SAMEA2673772	PASS	Neisseria meningitidis		
SAMEA103982775	PASS	Neisseria meningitidis		
SAMEA2673949	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4947967	PASS	Neisseria meningitidis		
SAMEA4948835	PASS	Neisseria meningitidis		
SAMEA7838415	PASS	Neisseria meningitidis		
SAMEA2035795	PASS	Neisseria meningitidis	United Kingdom	2009
SAMEA2673980	PASS	Neisseria meningitidis		
SAMEA7838720	PASS	Neisseria meningitidis		
SAMEA7838932	PASS	Neisseria meningitidis		
SAMEA8114242	PASS	Neisseria meningitidis		
SAMN32984801	PASS	Neisseria meningitidis	USA	2002
SAMN35340370	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA111379398	PASS	Neisseria meningitidis		
SAMEA4948446	PASS	Neisseria meningitidis		
SAMEA7838464	PASS	Neisseria meningitidis		
SAMEA7838984	PASS	Neisseria meningitidis		
SAMEA8114247	PASS	Neisseria meningitidis		
SAMEA111425888	PASS	Neisseria meningitidis		
SAMEA4948160	PASS	Neisseria meningitidis		
SAMEA4495637	PASS	Neisseria meningitidis		
SAMEA4948394	PASS	Neisseria meningitidis		
SAMEA7838569	PASS	Neisseria meningitidis		
SAMEA7838727	PASS	Neisseria meningitidis		
SAMEA8114380	PASS	Neisseria meningitidis		
SAMEA8497856	PASS	Neisseria meningitidis		
SAMEA115182307	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA678295	PASS	Neisseria meningitidis		
SAMEA7741116	PASS	Neisseria meningitidis		
SAMN29756925	PASS	Neisseria meningitidis	USA	2015
SAMEA2820758	PASS	Neisseria meningitidis		
SAMEA3432165	PASS	Neisseria meningitidis		
SAMEA3432278	PASS	Neisseria meningitidis		
SAMEA8114148	PASS	Neisseria meningitidis		
SAMEA4947954	PASS	Neisseria meningitidis		
SAMEA4948671	PASS	Neisseria meningitidis		
SAMN15162687	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA1523171	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA3506876	PASS	Neisseria meningitidis		
SAMEA3879238	PASS	Neisseria meningitidis		
SAMEA4719518	PASS	Neisseria meningitidis		
SAMEA7838646	PASS	Neisseria meningitidis		
SAMEA8114312	PASS	Neisseria meningitidis		
SAMN29407252	PASS	Neisseria meningitidis	USA	2006
SAMEA3506984	PASS	Neisseria meningitidis		
SAMEA4394947	PASS	Neisseria meningitidis		
SAMEA7741155	PASS	Neisseria meningitidis		
SAMEA7838781	PASS	Neisseria meningitidis		
SAMEA7838863	PASS	Neisseria meningitidis		
SAMN14469333	PASS	Neisseria meningitidis	USA	2016
SAMEA2674349	PASS	Neisseria meningitidis		
SAMEA3432194	PASS	Neisseria meningitidis		
SAMEA4948726	PASS	Neisseria meningitidis		
SAMEA5757442	PASS	Neisseria meningitidis		
SAMEA8114190	PASS	Neisseria meningitidis		
SAMEA8114287	PASS	Neisseria meningitidis		
SAMEA2674105	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA5661268	PASS	Neisseria meningitidis		
SAMN43431271	PASS	Neisseria meningitidis	USA: NY, New York City	2021
SAMEA2674141	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948404	PASS	Neisseria meningitidis		
SAMEA6227174	PASS	Neisseria meningitidis		
SAMEA7839005	PASS	Neisseria meningitidis		
SAMN29126952	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA10422651	PASS	Neisseria meningitidis		
SAMEA8114053	PASS	Neisseria meningitidis		
SAMN14500730	PASS	Neisseria meningitidis	USA	2015
SAMEA3879330	PASS	Neisseria meningitidis		
SAMEA4948704	PASS	Neisseria meningitidis		
SAMEA5757511	PASS	Neisseria meningitidis		
SAMEA7838489	PASS	Neisseria meningitidis		
SAMEA7838541	PASS	Neisseria meningitidis		
SAMN14469756	PASS	Neisseria meningitidis	USA	2015
SAMN42001044	PASS	Neisseria meningitidis	Belgium	2021-04-30
SAMEA104416916	PASS	Neisseria meningitidis		
SAMEA2674171	PASS	Neisseria meningitidis		
SAMEA4948074	PASS	Neisseria meningitidis		
SAMEA104105332	PASS	Neisseria meningitidis		
SAMEA104416728	PASS	Neisseria meningitidis		
SAMEA3673203	PASS	Neisseria meningitidis		
SAMEA4361287	PASS	Neisseria meningitidis		
SAMEA4947975	PASS	Neisseria meningitidis		
SAMEA4948225	PASS	Neisseria meningitidis		
SAMEA8114224	PASS	Neisseria meningitidis		
SAMN44031001	PASS	Neisseria meningitidis	New Zealand	2011
SAMEA104105340	PASS	Neisseria meningitidis		
SAMEA4951021	PASS	Neisseria meningitidis		
SAMEA5539658	PASS	Neisseria meningitidis		
SAMEA8114187	PASS	Neisseria meningitidis		
SAMEA1522885	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA4719337	PASS	Neisseria meningitidis		
SAMEA4948779	PASS	Neisseria meningitidis		
SAMEA7838442	PASS	Neisseria meningitidis		
SAMEA3879284	PASS	Neisseria meningitidis		
SAMEA6574448	PASS	Neisseria meningitidis		
SAMEA7838749	PASS	Neisseria meningitidis		
SAMEA111347945	PASS	Neisseria meningitidis	Norway	2003-04-09
SAMEA3109239	PASS	Neisseria meningitidis		
SAMEA4948402	PASS	Neisseria meningitidis		
SAMEA8114403	PASS	Neisseria meningitidis		
SAMEA3879243	PASS	Neisseria meningitidis		
SAMEA4948647	PASS	Neisseria meningitidis		
SAMEA7838958	PASS	Neisseria meningitidis		
SAMN32815894	PASS	Neisseria meningitidis	USA	2018
SAMEA4948058	PASS	Neisseria meningitidis		
SAMN29126935	PASS	Neisseria meningitidis	New Zealand	2021
SAMEA1677315	PASS	Neisseria meningitidis		
SAMN09011541	PASS	Neisseria meningitidis	USA	2010
SAMN10275985	PASS	Neisseria meningitidis	Not applicable	2013
SAMN13450945	PASS	Neisseria meningitidis	New Zealand	2017
SAMN35339368	PASS	Neisseria meningitidis	New Zealand	1999
SAMN42000734	PASS	Neisseria meningitidis	Belgium	2017-05-15
SAMN44750968	PASS	Neisseria meningitidis	USA: California	2023-03-10
SAMEA4948808	PASS	Neisseria meningitidis		
SAMN29126928	PASS	Neisseria meningitidis	New Zealand	2021
SAMN32816093	PASS	Neisseria meningitidis	USA	2019
SAMEA104189213	PASS	Neisseria meningitidis	United Kingdom	2016
SAMEA1094400	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA115428267	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA4947997	PASS	Neisseria meningitidis		
SAMEA4948536	PASS	Neisseria meningitidis		
SAMEA7838564	PASS	Neisseria meningitidis		
SAMN17286578	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA1904433	PASS	Neisseria meningitidis		
SAMEA4948014	PASS	Neisseria meningitidis		
SAMEA4948352	PASS	Neisseria meningitidis		
SAMEA8114093	PASS	Neisseria meningitidis		
SAMEA8114288	PASS	Neisseria meningitidis		
SAMEA8114362	PASS	Neisseria meningitidis		
SAMEA103982852	PASS	Neisseria meningitidis		
SAMEA7838360	PASS	Neisseria meningitidis		
SAMEA2674090	PASS	Neisseria meningitidis		
SAMEA2820767	PASS	Neisseria meningitidis		
SAMEA4361413	PASS	Neisseria meningitidis		
SAMEA4948829	PASS	Neisseria meningitidis		
SAMN35340348	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA1523231	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2820740	PASS	Neisseria meningitidis		
SAMEA3109253	PASS	Neisseria meningitidis		
SAMEA4504352	PASS	Neisseria meningitidis		
SAMEA4948751	PASS	Neisseria meningitidis		
SAMEA7741136	PASS	Neisseria meningitidis		
SAMN14469563	PASS	Neisseria meningitidis	USA	2016
SAMN17286489	PASS	Neisseria meningitidis	USA: Maryland	2006
SAMEA3503608	PASS	Neisseria meningitidis		
SAMEA4495554	PASS	Neisseria meningitidis		
SAMEA7838550	PASS	Neisseria meningitidis		
SAMN29407014	PASS	Neisseria meningitidis	USA	2001
SAMN44030937	PASS	Neisseria meningitidis	New Zealand	2002
SAMEA2271645	PASS	Neisseria meningitidis		
SAMEA2673789	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4719166	PASS	Neisseria meningitidis		
SAMEA4948689	PASS	Neisseria meningitidis		
SAMEA111509506	PASS	Neisseria meningitidis		
SAMEA4948711	PASS	Neisseria meningitidis		
SAMEA7741143	PASS	Neisseria meningitidis		
SAMEA7838570	PASS	Neisseria meningitidis		
SAMEA7838572	PASS	Neisseria meningitidis		
SAMEA8114300	PASS	Neisseria meningitidis		
SAMN29757020	PASS	Neisseria meningitidis	USA	2016
SAMEA7741161	PASS	Neisseria meningitidis		
SAMEA2820764	PASS	Neisseria meningitidis		
SAMEA3432084	PASS	Neisseria meningitidis		
SAMEA7741147	PASS	Neisseria meningitidis		
SAMN32815830	PASS	Neisseria meningitidis	USA	2018
SAMEA2074085	PASS	Neisseria meningitidis		
SAMEA4442255	PASS	Neisseria meningitidis		
SAMEA4948637	PASS	Neisseria meningitidis		
SAMEA5757512	PASS	Neisseria meningitidis		
SAMEA8114266	PASS	Neisseria meningitidis		
SAMN08874905	PASS	Neisseria meningitidis	Netherlands	1986
SAMN29757210	PASS	Neisseria meningitidis	USA	2017
SAMEA2674116	PASS	Neisseria meningitidis		
SAMEA5747885	PASS	Neisseria meningitidis		
SAMEA5757477	PASS	Neisseria meningitidis		
SAMN25819709	PASS	Neisseria meningitidis	New Zealand	2020
SAMEA2074120	PASS	Neisseria meningitidis		
SAMEA3109212	PASS	Neisseria meningitidis		
SAMEA4948264	PASS	Neisseria meningitidis		
SAMEA4948467	PASS	Neisseria meningitidis		
SAMEA6538947	PASS	Neisseria meningitidis		
SAMEA5757458	PASS	Neisseria meningitidis		
SAMEA7741071	PASS	Neisseria meningitidis		
SAMEA7838313	PASS	Neisseria meningitidis		
SAMEA114392389	PASS	Neisseria meningitidis	Portugal	2017
SAMEA2629111	PASS	Neisseria meningitidis		
SAMEA7838437	PASS	Neisseria meningitidis		
SAMEA7838557	PASS	Neisseria meningitidis		
SAMN15162670	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA2674457	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA5757505	PASS	Neisseria meningitidis		
SAMEA7741075	PASS	Neisseria meningitidis		
SAMN44030913	PASS	Neisseria meningitidis	New Zealand	2000
SAMEA2271485	PASS	Neisseria meningitidis		
SAMEA2674363	PASS	Neisseria meningitidis		
SAMEA4948780	PASS	Neisseria meningitidis		
SAMEA4948797	PASS	Neisseria meningitidis		
SAMEA6635587	PASS	Neisseria meningitidis		
SAMEA111347997	PASS	Neisseria meningitidis	Norway	2001-05-21
SAMEA111379159	PASS	Neisseria meningitidis		
SAMEA7741060	PASS	Neisseria meningitidis		
SAMEA7838323	PASS	Neisseria meningitidis		
SAMEA8497732	PASS	Neisseria meningitidis		
SAMN32815859	PASS	Neisseria meningitidis	USA	2018
SAMEA1706823	PASS	Neisseria meningitidis		
SAMEA2570240	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMEA3507169	PASS	Neisseria meningitidis		
SAMEA4948021	PASS	Neisseria meningitidis		
SAMEA4948333	PASS	Neisseria meningitidis		
SAMEA678161	PASS	Neisseria meningitidis		
SAMEA7838308	PASS	Neisseria meningitidis		
SAMEA111347949	PASS	Neisseria meningitidis	Norway	2007-03-27
SAMEA4948299	PASS	Neisseria meningitidis		
SAMEA6227170	PASS	Neisseria meningitidis		
SAMEA7765488	PASS	Neisseria meningitidis		
SAMEA7838850	PASS	Neisseria meningitidis		
SAMEA2820741	PASS	Neisseria meningitidis		
SAMEA4948233	PASS	Neisseria meningitidis		
SAMEA6227319	PASS	Neisseria meningitidis		
SAMEA8114401	PASS	Neisseria meningitidis		
SAMN26138112	PASS	Neisseria meningitidis	Taiwan	2007-12-19
SAMN29126926	PASS	Neisseria meningitidis	New Zealand	2021
SAMN42001033	PASS	Neisseria meningitidis	Belgium	2020-09-22
SAMEA2674522	PASS	Neisseria meningitidis		
SAMEA3432217	PASS	Neisseria meningitidis		
SAMEA7838553	PASS	Neisseria meningitidis		
SAMEA8114316	PASS	Neisseria meningitidis		
SAMEA2820800	PASS	Neisseria meningitidis		
SAMEA3109137	PASS	Neisseria meningitidis		
SAMEA8114428	PASS	Neisseria meningitidis		
SAMEA4361407	PASS	Neisseria meningitidis		
SAMEA8114208	PASS	Neisseria meningitidis		
SAMN35339305	PASS	Neisseria meningitidis	New Zealand	1993
SAMEA2820926	PASS	Neisseria meningitidis		
SAMEA7740986	PASS	Neisseria meningitidis		
SAMEA8114219	PASS	Neisseria meningitidis		
SAMEA2674079	PASS	Neisseria meningitidis		
SAMEA3879298	PASS	Neisseria meningitidis		
SAMEA7838301	PASS	Neisseria meningitidis		
SAMEA7838938	PASS	Neisseria meningitidis		
SAMN15162659	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA2673820	PASS	Neisseria meningitidis		
SAMEA2629075	PASS	Neisseria meningitidis		
SAMEA2820748	PASS	Neisseria meningitidis		
SAMEA4361279	PASS	Neisseria meningitidis		
SAMEA4948735	PASS	Neisseria meningitidis		
SAMN15162639	PASS	Neisseria meningitidis	New Zealand	2019
SAMN35340371	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA3673206	PASS	Neisseria meningitidis		
SAMEA4948664	PASS	Neisseria meningitidis		
SAMEA4948830	PASS	Neisseria meningitidis		
SAMEA5661005	PASS	Neisseria meningitidis		
SAMEA678242	PASS	Neisseria meningitidis		
SAMEA7741091	PASS	Neisseria meningitidis		
SAMN17286448	SYLPH_RESULTS_FAIL	unknown	USA: Georgia	2008
SAMEA114392462	PASS	Neisseria meningitidis	Portugal	2020
SAMEA2074124	PASS	Neisseria meningitidis		
SAMEA2674372	PASS	Neisseria meningitidis		
SAMEA4948565	PASS	Neisseria meningitidis		
SAMEA7741077	PASS	Neisseria meningitidis		
SAMEA111348040	PASS	Neisseria meningitidis	Norway	2009-02-16
SAMEA3506920	PASS	Neisseria meningitidis		
SAMEA5280353	PASS	Neisseria meningitidis	Thailand	2014-12-19
SAMN47117369	PASS	Neisseria meningitidis	New Zealand	2024
SAMEA1523051	PASS	Neisseria meningitidis	United Kingdom	2010
SAMEA2074525	PASS	Neisseria meningitidis		
SAMEA2271604	PASS	Neisseria meningitidis		
SAMEA7838754	PASS	Neisseria meningitidis		
SAMEA7838820	PASS	Neisseria meningitidis		
SAMEA8114375	PASS	Neisseria meningitidis		
SAMEA111509530	PASS	Neisseria meningitidis		
SAMEA6227066	PASS	Neisseria meningitidis		
SAMEA111347666	PASS	Neisseria meningitidis	Norway	2002-10-15
SAMEA1677372	PASS	Neisseria meningitidis		
SAMEA4948682	PASS	Neisseria meningitidis		
SAMEA5280341	PASS	Neisseria meningitidis	Thailand	2009-11-25
SAMEA7838474	PASS	Neisseria meningitidis		
SAMEA2299022	PASS	Neisseria meningitidis		
SAMEA4948193	PASS	Neisseria meningitidis		
SAMEA4948224	PASS	Neisseria meningitidis		
SAMEA7838693	PASS	Neisseria meningitidis		
SAMN44723437	PASS	Neisseria meningitidis	USA: NY	2024
SAMEA114226770	PASS	Neisseria meningitidis	United Kingdom	2023
SAMEA4948098	PASS	Neisseria meningitidis		
SAMEA5748732	PASS	Neisseria meningitidis		
SAMEA7741042	PASS	Neisseria meningitidis		
SAMN09011535	PASS	Neisseria meningitidis	USA	2011
SAMEA111347744	PASS	Neisseria meningitidis	Norway	2005-09-16
SAMEA1677401	SYLPH_RESULTS_FAIL	unknown		
SAMEA7838434	PASS	Neisseria meningitidis		
SAMEA7838943	PASS	Neisseria meningitidis		
SAMN13450932	PASS	Neisseria meningitidis	New Zealand	2017
SAMEA110070741	PASS	Neisseria meningitidis		
SAMEA111426060	PASS	Neisseria meningitidis		
SAMEA3432154	PASS	Neisseria meningitidis		
SAMEA3432316	PASS	Neisseria meningitidis		
SAMEA3503779	SYLPH_RESULTS_FAIL	unknown		
SAMEA6227320	PASS	Neisseria meningitidis		
SAMEA111425921	PASS	Neisseria meningitidis		
SAMEA4719148	PASS	Neisseria meningitidis		
SAMEA8114220	PASS	Neisseria meningitidis		
SAMN15162621	PASS	Neisseria meningitidis	New Zealand	2019
SAMEA104188961	PASS	Neisseria meningitidis	United Kingdom	2016
SAMEA104354109	PASS	Neisseria meningitidis	New Zealand	1997
SAMEA4948713	PASS	Neisseria meningitidis		
SAMEA4948823	PASS	Neisseria meningitidis		
SAMEA115182262	PASS	Neisseria meningitidis	United Kingdom	2019
SAMEA2271614	PASS	Neisseria meningitidis		
SAMEA104105421	PASS	Neisseria meningitidis		
SAMEA7741039	PASS	Neisseria meningitidis		
SAMEA7838579	PASS	Neisseria meningitidis		
SAMEA7838628	PASS	Neisseria meningitidis		
SAMEA2271620	PASS	Neisseria meningitidis		
SAMEA4948112	PASS	Neisseria meningitidis		
SAMEA5749092	PASS	Neisseria meningitidis		
SAMEA112857027	PASS	Neisseria meningitidis		
SAMEA2673912	PASS	Neisseria meningitidis		
SAMEA29832418	PASS	Neisseria meningitidis		
SAMN44030975	PASS	Neisseria meningitidis	New Zealand	2007
SAMEA1523245	PASS	Neisseria meningitidis	United Kingdom	2011
SAMEA2629223	PASS	Neisseria meningitidis		
SAMEA2673939	PASS	Neisseria meningitidis		
SAMEA3109106	PASS	Neisseria meningitidis		
SAMN29407056	PASS	Neisseria meningitidis	USA	2002
SAMEA4948149	PASS	Neisseria meningitidis		
SAMEA8114388	PASS	Neisseria meningitidis		
SAMEA110070747	PASS	Neisseria meningitidis		
SAMEA2570317	CHECKM2_MAX_CONTAM,SYLPH_RESULTS_FAIL	unknown		
SAMN35340372	SYLPH_RESULTS_FAIL	unknown	New Zealand	2022
SAMEA4948449	PASS	Neisseria meningitidis		
SAMEA5747886	PASS	Neisseria meningitidis		
SAMEA6102730	PASS	Neisseria meningitidis		
SAMN17286678	PASS	Neisseria meningitidis	USA: Maryland	2008
SAMN44031002	PASS	Neisseria meningitidis	New Zealand	2011
SAMEA104189303	PASS	Neisseria meningitidis	United Kingdom	2009
SAMEA3503603	PASS	Neisseria meningitidis		
SAMN14501076	PASS	Neisseria meningitidis	USA	2015
SAMN29407225	PASS	Neisseria meningitidis	USA	2005
SAMEA111348038	PASS	Neisseria meningitidis	Norway	2003-03-26
SAMEA4948820	PASS	Neisseria meningitidis		
SAMEA7741052	PASS	Neisseria meningitidis		
SAMN29406960	PASS	Neisseria meningitidis	USA	2000
SAMEA2673857	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA3927219	PASS	Neisseria meningitidis		
SAMEA7741045	PASS	Neisseria meningitidis		
SAMEA7838825	PASS	Neisseria meningitidis		
SAMEA7838893	PASS	Neisseria meningitidis		
SAMN29407266	PASS	Neisseria meningitidis	USA	2006
SAMEA2050829	PASS	Neisseria meningitidis		
SAMEA4948012	PASS	Neisseria meningitidis		
SAMEA8114434	PASS	Neisseria meningitidis		
SAMEA104105424	PASS	Neisseria meningitidis		
SAMEA114393211	PASS	Neisseria meningitidis	Portugal	2015
SAMEA1706811	PASS	Neisseria meningitidis		
SAMEA2820797	PASS	Neisseria meningitidis		
SAMEA2820836	PASS	Neisseria meningitidis		
SAMEA4948656	PASS	Neisseria meningitidis		
SAMN35340384	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA111347991	PASS	Neisseria meningitidis	Norway	2003-10-01
SAMEA112647507	PASS	Neisseria meningitidis		
SAMEA2553662	PASS	Neisseria meningitidis		
SAMEA3503687	PASS	Neisseria meningitidis		
SAMEA4948125	PASS	Neisseria meningitidis		
SAMEA4948162	PASS	Neisseria meningitidis		
SAMEA4948613	PASS	Neisseria meningitidis		
SAMEA7838709	PASS	Neisseria meningitidis		
SAMN44827239	PASS	Neisseria meningitidis	USA: California	2024-11-02
SAMEA4948024	PASS	Neisseria meningitidis		
SAMEA4948339	PASS	Neisseria meningitidis		
SAMEA8114209	PASS	Neisseria meningitidis		
SAMEA8114320	PASS	Neisseria meningitidis		
SAMEA2297517	PASS	Neisseria meningitidis		
SAMEA2674095	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4948635	PASS	Neisseria meningitidis		
SAMEA6226993	PASS	Neisseria meningitidis		
SAMN25819710	PASS	Neisseria meningitidis	New Zealand	2020
SAMN14469892	PASS	Neisseria meningitidis	USA	2015
SAMN29406975	PASS	Neisseria meningitidis	USA	2001
SAMEA4948432	PASS	Neisseria meningitidis		
SAMEA6240164	PASS	Neisseria meningitidis		
SAMEA7838759	PASS	Neisseria meningitidis		
SAMN14469884	PASS	Neisseria meningitidis	USA	2015
SAMN25819703	PASS	Neisseria meningitidis	New Zealand	2020
SAMN35340385	PASS	Neisseria meningitidis	New Zealand	2022
SAMEA2674323	PASS	Neisseria meningitidis	Netherlands	2006/2012
SAMEA4063156	PASS	Neisseria meningitidis		
SAMEA7838670	PASS	Neisseria meningitidis		
SAMEA8114066	PASS	Neisseria meningitidis		
SAMEA8497802	PASS	Neisseria meningitidis		
